Match Format,Team1 Name,Team2 Name,Match Venue (Stadium),Match Venue (Country),Toss Winner,Toss Winner Choice,Match Winner,Team1 Runs Scored,Team1 Wickets Fell,Team2 Runs Scored,Team2 Wickets Fell
T20,Cambodia,Malaysia,AZ Group Cricket Oval,Cambodia,Malaysia,bowl,Cambodia,143,9,131,10
T20,Norway,Denmark,Svanholm Park,Denmark,Norway,bat,Denmark,99,9,100,1
T20,Denmark,Finland,Svanholm Park,Denmark,Denmark,bat,Denmark,175,5,103,8
T20,Norway,Sweden,Solvangs Park,Denmark,Norway,bat,Norway,183,9,108,10
T20,Denmark,Sweden,Svanholm Park,Denmark,Sweden,bowl,Sweden,109,10,110,0
T20,Norway,Finland,Solvangs Park,Denmark,Norway,bat,Norway,131,7,101,10
T20,Finland,Denmark,Svanholm Park,Denmark,Finland,bat,Denmark,92,10,94,2
T20,Sweden,Norway,Solvangs Park,Denmark,Sweden,bat,Sweden,176,7,123,10
T20,Finland,Sweden,Svanholm Park,Denmark,Sweden,bowl,Finland,106,10,99,10
T20,Finland,Norway,Solvangs Park,Denmark,Finland,bat,Norway,102,10,106,3
T20,Sweden,Finland,Solvangs Park,Denmark,Finland,bowl,0,96,10,96,9
T20,Malawi,Eswatini,Willowmoore Park,South Africa,Eswatini,bowl,Malawi,155,5,102,10
T20,Mozambique,Malawi,Willowmoore Park,South Africa,Malawi,bowl,Malawi,61,9,62,1
T20,Botswana,Eswatini,Willowmoore Park,South Africa,Eswatini,bowl,Botswana,205,5,98,10
T20,Botswana,Malawi,Willowmoore Park,South Africa,Malawi,bowl,Botswana,169,3,69,10
T20,Eswatini,Mozambique,Willowmoore Park,South Africa,Mozambique,bowl,Mozambique,127,8,132,4
T20,Mozambique,Botswana,Willowmoore Park,South Africa,Mozambique,bat,Botswana,89,7,92,3
T20,Rwanda,Kenya,Gymkhana Club Ground,Kenya,Rwanda,bat,Kenya,137,9,139,7
T20,Botswana,Uganda,Gymkhana Club Ground,Kenya,Botswana,bat,Uganda,114,10,115,4
T20,Germany,Belgium,Bayer Uerdingen Cricket Ground,Germany,Belgium,bowl,Germany,174,7,168,9
T20,Botswana,Rwanda,Gymkhana Club Ground,Kenya,Botswana,bat,Botswana,169,2,136,10
T20,Belgium,Germany,Bayer Uerdingen Cricket Ground,Germany,Belgium,bat,Germany,179,9,181,5
T20,Kenya,Uganda,Gymkhana Club Ground,Kenya,Kenya,bat,Kenya,185,3,97,10
T20,Czech Rep.,Hungary,Scott Page Field,Czech Republic,Czech Rep.,bat,Czech Rep.,128,10,119,7
T20,Belgium,Germany,Bayer Uerdingen Cricket Ground,Germany,Germany,bowl,Germany,164,10,167,6
T20,Botswana,Kenya,Gymkhana Club Ground,Kenya,Botswana,bat,Kenya,92,8,98,2
T20,Czech Rep.,Hungary,Scott Page Field,Czech Republic,Hungary,bowl,0,169,4,169,10
T20,Belgium,Germany,Bayer Uerdingen Cricket Ground,Germany,Germany,bowl,Germany,148,9,150,2
T20,Rwanda,Uganda,Gymkhana Club Ground,Kenya,Rwanda,bat,Uganda,81,10,82,2
T20,Hungary,Czech Rep.,Scott Page Field,Czech Republic,Hungary,bat,Czech Rep.,138,10,139,7
T20,Rwanda,Botswana,Gymkhana Club Ground,Kenya,Botswana,bowl,Rwanda,158,9,131,10
T20,Uganda,Kenya,Gymkhana Club Ground,Kenya,Uganda,bat,Uganda,175,7,128,7
T20,Uganda,Botswana,Gymkhana Club Ground,Kenya,Uganda,bat,Uganda,153,7,89,9
T20,Rwanda,Kenya,Gymkhana Club Ground,Kenya,Rwanda,bat,Kenya,92,10,98,3
T20,Rwanda,Uganda,Gymkhana Club Ground,Kenya,Uganda,bowl,Uganda,85,10,87,3
T20,Botswana,Kenya,Gymkhana Club Ground,Kenya,Botswana,bat,Botswana,145,8,115,10
T20,Afghanistan,India,Holkar Cricket Stadium,India,India,bowl,India,172,10,173,4
T20,Botswana,Uganda,Gymkhana Club Ground,Kenya,Botswana,bat,Uganda,64,10,65,3
T20,Rwanda,Kenya,Gymkhana Club Ground,Kenya,Rwanda,bat,Kenya,99,10,100,3
T20,Botswana,Rwanda,Gymkhana Club Ground,Kenya,Botswana,bat,Rwanda,98,8,99,3
T20,Kenya,Uganda,Gymkhana Club Ground,Kenya,Kenya,bat,Uganda,117,8,120,5
T20,Botswana,Kenya,Gymkhana Club Ground,Kenya,Botswana,bat,Kenya,131,5,133,4
T20,Uganda,Rwanda,Gymkhana Club Ground,Kenya,Uganda,bat,Uganda,153,5,59,10
T20,Uganda,Kenya,Gymkhana Club Ground,Kenya,Uganda,bat,Uganda,125,10,124,7
T20,Serbia,Turkey,National Sports Academy,Bulgaria,Serbia,bat,Serbia,181,8,111,10
T20,Croatia,Bulgaria,National Sports Academy,Bulgaria,Bulgaria,bowl,Bulgaria,75,10,76,1
T20,Bulgaria,Serbia,National Sports Academy,Bulgaria,Serbia,bowl,Serbia,166,8,168,5
T20,Croatia,Turkey,National Sports Academy,Bulgaria,Croatia,bat,Turkey,83,8,88,2
T20,Switzerland,Luxembourg,Pierre Werner Cricket Ground,Luxembourg,Switzerland,bat,Luxembourg,150,6,151,7
T20,Croatia,Serbia,National Sports Academy,Bulgaria,Croatia,bat,Serbia,76,10,77,1
T20,Turkey,Bulgaria,National Sports Academy,Bulgaria,Bulgaria,bowl,Bulgaria,147,10,149,2
T20,Croatia,Turkey,National Sports Academy,Bulgaria,Croatia,0,0,0,0,0,0
T20,Luxembourg,Switzerland,Pierre Werner Cricket Ground,Luxembourg,Switzerland,bowl,Switzerland,122,10,123,2
T20,Bulgaria,Serbia,National Sports Academy,Bulgaria,Bulgaria,0,0,0,0,0,0
T20,Austria,Germany,Sportpark Het Schootsveld,Netherlands,Germany,bowl,Germany,114,10,115,4
T20,Austria,Germany,Sportpark Het Schootsveld,Netherlands,Germany,bowl,Germany,121,8,123,2
T20,Guernsey,Jersey,Farmers Cricket Club Ground,Jersey,Guernsey,bat,Jersey,134,6,135,3
T20,Guernsey,Jersey,Farmers Cricket Club Ground,Jersey,Jersey,bowl,Jersey,151,9,152,6
T20,Austria,Isle of Man,King William's College,Isle of Man,Austria,bat,Isle of Man,149,5,150,4
T20,Austria,Isle of Man,King William's College,Isle of Man,Austria,bat,Isle of Man,137,10,140,5
T20,France,Malta,Marsa Sports Club,Malta,Malta,bowl,France,115,10,106,10
T20,Malta,France,Marsa Sports Club,Malta,Malta,bat,Malta,125,9,121,10
T20,Isle of Man,Austria,King William's College,Isle of Man,Austria,bowl,0,71,5,0,0
T20,Malta,Luxembourg,Marsa Sports Club,Malta,Luxembourg,bowl,Malta,179,8,137,9
T20,France,Luxembourg,Marsa Sports Club,Malta,France,bat,France,177,5,126,10
T20,Malta,Luxembourg,Marsa Sports Club,Malta,Malta,bat,Luxembourg,163,5,164,6
T20,Luxembourg,France,Marsa Sports Club,Malta,Luxembourg,bat,France,110,10,113,1
T20,France,Malta,Marsa Sports Club,Malta,France,bat,France,153,7,123,10
T20,Luxembourg,Malta,Marsa Sports Club,Malta,Malta,bowl,Malta,174,6,175,4
T20,Romania,Switzerland,Marsa Sports Club,Malta,Switzerland,bowl,Switzerland,134,5,139,4
T20,France,Romania,Marsa Sports Club,Malta,France,bat,France,191,3,103,10
T20,Luxembourg,Switzerland,Marsa Sports Club,Malta,Switzerland,bowl,Switzerland,118,8,119,2
T20,Malta,Romania,Marsa Sports Club,Malta,Malta,bat,Malta,187,7,146,9
T20,Afghanistan,Bangladesh,Sylhet International Cricket Stadium,Bangladesh,Bangladesh,bowl,Bangladesh,154,7,157,8
T20,France,Switzerland,Marsa Sports Club,Malta,France,bat,Switzerland,148,4,151,4
T20,Romania,Luxembourg,Marsa Sports Club,Malta,Romania,bat,Luxembourg,162,7,163,3
T20,Malta,Switzerland,Marsa Sports Club,Malta,Switzerland,bowl,Switzerland,156,9,157,4
T20,France,Luxembourg,Marsa Sports Club,Malta,France,bat,Luxembourg,187,5,191,6
T20,France,Malta,Marsa Sports Club,Malta,France,bat,Malta,78,10,82,3
T20,Luxembourg,Romania,Marsa Sports Club,Malta,Romania,bowl,Romania,149,9,151,3
T20,Afghanistan,Bangladesh,Sylhet International Cricket Stadium,Bangladesh,Bangladesh,bowl,Bangladesh,116,7,119,4
T20,Malta,Switzerland,Marsa Sports Club,Malta,Malta,bat,Switzerland,164,6,166,4
T20,Austria,Jersey,Grange Cricket Club Ground,Scotland,Jersey,bowl,Jersey,104,9,106,2
T20,Ireland,Italy,Goldenacre,Scotland,Italy,bowl,Ireland,158,8,151,9
T20,Scotland,Germany,Goldenacre,Scotland,Germany,bowl,Scotland,234,5,65,7
T20,Denmark,Ireland,Grange Cricket Club Ground,Scotland,Denmark,bat,Ireland,122,9,123,1
T20,Austria,Germany,Goldenacre,Scotland,Austria,bat,Germany,83,10,86,1
T20,Scotland,Jersey,Grange Cricket Club Ground,Scotland,Jersey,bowl,Scotland,149,6,135,9
T20,Japan,Philippines,Amini Park,Papua New Guinea,Japan,bat,Japan,166,7,113,5
T20,Vanuatu,P.N.G.,Amini Park,Papua New Guinea,Vanuatu,bat,P.N.G.,71,8,75,1
T20,Japan,Vanuatu,Amini Park,Papua New Guinea,Vanuatu,bowl,Japan,131,10,110,8
T20,P.N.G.,Philippines,Amini Park,Papua New Guinea,P.N.G.,bat,P.N.G.,162,7,45,10
T20,Ireland,Austria,Grange Cricket Club Ground,Scotland,Austria,bowl,Ireland,226,4,98,10
T20,Italy,Jersey,Goldenacre,Scotland,Jersey,bowl,Italy,183,8,158,10
T20,Denmark,Germany,Grange Cricket Club Ground,Scotland,Germany,bowl,Germany,124,9,126,4
T20,Scotland,Italy,Grange Cricket Club Ground,Scotland,Italy,bowl,Scotland,245,2,90,10
T20,Austria,Denmark,Goldenacre,Scotland,Denmark,bowl,Denmark,97,9,98,2
T20,Jersey,Ireland,Goldenacre,Scotland,Ireland,bowl,Ireland,78,9,80,1
T20,Vanuatu,Philippines,Amini Park,Papua New Guinea,Vanuatu,bat,Philippines,97,10,98,4
T20,Japan,P.N.G.,Amini Park,Papua New Guinea,Japan,bat,P.N.G.,87,8,92,4
T20,Italy,Denmark,Grange Cricket Club Ground,Scotland,Denmark,bowl,Italy,150,8,124,10
T20,Scotland,Austria,Goldenacre,Scotland,Austria,bowl,Scotland,232,2,66,10
T20,Jersey,Germany,Grange Cricket Club Ground,Scotland,Germany,bowl,Jersey,190,5,139,8
T20,P.N.G.,Vanuatu,Amini Park,Papua New Guinea,P.N.G.,bat,P.N.G.,148,7,109,9
T20,China,Malaysia,Bayuemas Oval,Malaysia,China,bat,Malaysia,23,10,24,2
T20,Japan,Philippines,Amini Park,Papua New Guinea,Japan,bat,Japan,127,9,94,5
T20,Bhutan,Myanmar,Bayuemas Oval,Malaysia,Bhutan,bat,Bhutan,105,10,74,9
T20,China,Thailand,Bayuemas Oval,Malaysia,Thailand,bowl,Thailand,26,10,27,1
T20,Malaysia,Bhutan,Bayuemas Oval,Malaysia,Bhutan,bowl,Malaysia,180,7,105,8
T20,Scotland,Denmark,Grange Cricket Club Ground,Scotland,Denmark,bowl,Scotland,159,7,126,7
T20,Japan,Vanuatu,Amini Park,Papua New Guinea,Vanuatu,bowl,Vanuatu,136,10,137,5
T20,Thailand,Myanmar,Bayuemas Oval,Malaysia,Myanmar,bowl,Thailand,140,6,39,10
T20,P.N.G.,Philippines,Amini Park,Papua New Guinea,Philippines,bowl,P.N.G.,229,6,129,7
T20,Germany,Italy,Grange Cricket Club Ground,Scotland,Italy,bowl,Italy,141,10,147,6
T20,Jersey,Denmark,Goldenacre,Scotland,Denmark,bowl,Jersey,159,10,131,7
T20,Scotland,Ireland,Grange Cricket Club Ground,Scotland,Ireland,bowl,Scotland,213,6,205,9
T20,Philippines,Vanuatu,Amini Park,Papua New Guinea,Philippines,bat,Vanuatu,94,10,98,7
T20,Japan,P.N.G.,Amini Park,Papua New Guinea,Japan,bat,P.N.G.,106,8,109,4
T20,Bhutan,China,Bayuemas Oval,Malaysia,Bhutan,bat,Bhutan,161,4,48,10
T20,Malaysia,Myanmar,Bayuemas Oval,Malaysia,Myanmar,bowl,Malaysia,219,6,35,10
T20,Bhutan,Thailand,Bayuemas Oval,Malaysia,Thailand,bowl,Thailand,83,10,84,2
T20,Myanmar,China,Bayuemas Oval,Malaysia,China,bowl,China,77,8,78,5
T20,Thailand,Malaysia,Bayuemas Oval,Malaysia,Malaysia,bowl,Malaysia,93,10,96,3
T20,West Indies,India,Brian Lara Stadium,West Indies,West Indies,bat,West Indies,149,6,145,9
T20,Hungary,Croatia,GB Oval,Hungary,Hungary,bat,Hungary,209,8,64,10
T20,Croatia,Hungary,GB Oval,Hungary,Croatia,bat,Hungary,63,10,68,3
T20,India,West Indies,Providence Stadium,West Indies,India,bat,West Indies,152,7,155,8
T20,West Indies,India,Providence Stadium,West Indies,West Indies,bat,India,159,5,164,3
T20,West Indies,India,Central Broward Regional Park Stadium Turf Ground,United States of America,West Indies,bat,India,178,8,179,1
T20,India,West Indies,Central Broward Regional Park Stadium Turf Ground,United States of America,India,bat,West Indies,165,9,171,2
T20,Guernsey,Germany,Sportpark Het Schootsveld,Netherlands,Germany,bowl,Germany,98,10,100,1
T20,Germany,Guernsey,Sportpark Het Schootsveld,Netherlands,Germany,bat,Guernsey,164,5,165,5
T20,Guernsey,Germany,Sportpark Het Schootsveld,Netherlands,Guernsey,bat,Guernsey,172,4,162,9
T20,New Zealand,U.A.E.,Dubai International Cricket Stadium,United Arab Emirates,U.A.E.,bowl,New Zealand,155,6,136,10
T20,Romania,Malta,Moara Vlasiei Cricket Ground,Romania,Romania,bat,Malta,162,10,163,2
T20,Ireland,India,Malahide,Ireland,India,bowl,India,139,7,47,2
T20,Romania,Malta,Moara Vlasiei Cricket Ground,Romania,Romania,bat,Malta,147,9,151,6
T20,Malta,Romania,Moara Vlasiei Cricket Ground,Romania,Romania,bowl,Romania,115,10,116,7
T20,New Zealand,U.A.E.,Dubai International Cricket Stadium,United Arab Emirates,U.A.E.,bowl,U.A.E.,142,8,144,3
T20,Malta,Romania,Moara Vlasiei Cricket Ground,Romania,Romania,bowl,Romania,0,0,0,0
T20,Uganda,Rwanda,Gahanga International Cricket Stadium,Rwanda,Uganda,bat,Uganda,146,6,106,9
T20,Romania,Malta,Moara Vlasiei Cricket Ground,Romania,Malta,bowl,Romania,190,8,184,9
T20,Tanzania,Uganda,Gahanga International Cricket Stadium,Rwanda,Tanzania,bat,Uganda,143,8,146,4
T20,India,Ireland,Malahide,Ireland,Ireland,bowl,India,185,5,152,8
T20,New Zealand,U.A.E.,Dubai International Cricket Stadium,United Arab Emirates,U.A.E.,bowl,New Zealand,166,5,134,7
T20,Tanzania,Rwanda,Gahanga International Cricket Stadium,Rwanda,Rwanda,bowl,Rwanda,170,5,174,3
T20,Uganda,Tanzania,Gahanga International Cricket Stadium,Rwanda,Uganda,bat,Tanzania,176,6,180,7
T20,Uganda,Rwanda,Gahanga International Cricket Stadium,Rwanda,Rwanda,bowl,Uganda,186,10,125,10
T20,Rwanda,Tanzania,Gahanga International Cricket Stadium,Rwanda,Tanzania,bowl,Tanzania,154,6,155,3
T20,Uganda,Rwanda,Gahanga International Cricket Stadium,Rwanda,Rwanda,bowl,Uganda,192,6,106,10
T20,Uganda,Tanzania,Gahanga International Cricket Stadium,Rwanda,Tanzania,bowl,Uganda,171,5,111,10
T20,Rwanda,Tanzania,Gahanga International Cricket Stadium,Rwanda,Tanzania,bowl,Tanzania,133,9,134,9
T20,Uganda,Tanzania,Gahanga International Cricket Stadium,Rwanda,Uganda,bat,Uganda,161,9,142,6
T20,Tanzania,Rwanda,Gahanga International Cricket Stadium,Rwanda,Rwanda,bowl,Tanzania,152,7,143,8
T20,Rwanda,Uganda,Gahanga International Cricket Stadium,Rwanda,Rwanda,bat,Uganda,126,7,127,4
T20,Uganda,Tanzania,Gahanga International Cricket Stadium,Rwanda,Uganda,bat,Uganda,180,6,121,10
T20,Rwanda,Uganda,Gahanga International Cricket Stadium,Rwanda,Rwanda,bat,Uganda,110,6,114,2
T20,Uganda,Tanzania,Gahanga International Cricket Stadium,Rwanda,Tanzania,bowl,Uganda,141,10,122,10
T20,Tanzania,Rwanda,Gahanga International Cricket Stadium,Rwanda,Rwanda,bowl,Tanzania,157,7,98,10
T20,Australia,South Africa,Kingsmead,South Africa,South Africa,bowl,Australia,226,6,115,10
T20,New Zealand,England,Riverside Ground,England,England,bowl,England,139,9,143,3
T20,Rwanda,Uganda,Gahanga International Cricket Stadium,Rwanda,Rwanda,bat,Uganda,131,10,133,2
T20,Tanzania,Rwanda,Gahanga International Cricket Stadium,Rwanda,Tanzania,bat,Tanzania,179,6,130,10
T20,South Africa,Australia,Kingsmead,South Africa,Australia,bowl,Australia,164,8,168,2
T20,England,New Zealand,Old Trafford,England,England,bat,England,198,4,103,10
T20,South Africa,Australia,Kingsmead,South Africa,South Africa,bat,Australia,190,8,191,5
T20,New Zealand,England,Edgbaston,England,New Zealand,bat,New Zealand,202,5,128,10
T20,England,New Zealand,Trent Bridge,England,England,bat,New Zealand,175,8,179,4
T20,Saudi Arabia,Kuwait,West End Park International Cricket Stadium,Qatar,Saudi Arabia,bat,Kuwait,142,9,143,5
T20,Qatar,Bahrain,West End Park International Cricket Stadium,Qatar,Bahrain,bowl,Qatar,138,8,104,7
T20,U.A.E.,Oman,West End Park International Cricket Stadium,Qatar,Oman,bowl,U.A.E.,191,4,169,7
T20,Bahrain,Kuwait,West End Park International Cricket Stadium,Qatar,Kuwait,bowl,Kuwait,123,9,127,2
T20,Oman,Qatar,West End Park International Cricket Stadium,Qatar,Oman,bat,Oman,149,10,130,7
T20,Saudi Arabia,U.A.E.,West End Park International Cricket Stadium,Qatar,Saudi Arabia,bat,U.A.E.,121,9,122,2
T20,Qatar,Kuwait,West End Park International Cricket Stadium,Qatar,Kuwait,bowl,Qatar,156,3,155,10
T20,Saudi Arabia,Bahrain,West End Park International Cricket Stadium,Qatar,Saudi Arabia,bat,Bahrain,110,10,114,4
T20,Malaysia,Hong Kong,Bayuemas Oval,Malaysia,Hong Kong,bowl,Malaysia,181,8,79,10
T20,U.A.E.,Kuwait,West End Park International Cricket Stadium,Qatar,U.A.E.,bat,U.A.E.,176,4,145,8
T20,Bahrain,Oman,West End Park International Cricket Stadium,Qatar,Oman,bowl,Bahrain,123,7,122,9
T20,Malaysia,P.N.G.,Bayuemas Oval,Malaysia,Malaysia,bat,P.N.G.,152,9,108,1
T20,U.A.E.,Qatar,West End Park International Cricket Stadium,Qatar,U.A.E.,bat,U.A.E.,166,7,106,10
T20,Oman,Saudi Arabia,West End Park International Cricket Stadium,Qatar,Saudi Arabia,bowl,Oman,175,6,128,7
T20,P.N.G.,Hong Kong,Bayuemas Oval,Malaysia,Hong Kong,bowl,P.N.G.,163,5,141,9
T20,Saudi Arabia,Qatar,West End Park International Cricket Stadium,Qatar,Qatar,bowl,Qatar,148,6,149,3
T20,Malaysia,Hong Kong,Bayuemas Oval,Malaysia,Malaysia,bat,Malaysia,149,6,126,7
T20,Bahrain,U.A.E.,West End Park International Cricket Stadium,Qatar,Bahrain,bat,Bahrain,150,5,147,7
T20,Oman,Kuwait,West End Park International Cricket Stadium,Qatar,Oman,bat,Oman,171,6,103,9
T20,Malaysia,P.N.G.,Bayuemas Oval,Malaysia,Malaysia,bat,P.N.G.,81,10,82,6
T20,U.A.E.,Oman,West End Park International Cricket Stadium,Qatar,U.A.E.,bat,Oman,163,5,164,5
T20,Hong Kong,P.N.G.,Bayuemas Oval,Malaysia,P.N.G.,bowl,P.N.G.,89,9,90,9
T20,Nepal,Mongolia,Zhejiang University of Technology Cricket Field,China,Mongolia,bowl,Nepal,314,3,41,10
T20,Cambodia,Japan,Zhejiang University of Technology Cricket Field,China,Cambodia,bat,Japan,125,7,126,7
T20,Malaysia,Singapore,Zhejiang University of Technology Cricket Field,China,Singapore,bowl,Malaysia,160,8,87,10
T20,Mongolia,Maldives,Zhejiang University of Technology Cricket Field,China,Maldives,bowl,Maldives,60,9,62,1
T20,Qatar,Kuwait,West End Park International Cricket Stadium,Qatar,Kuwait,bowl,Kuwait,123,6,124,3
T20,Saudi Arabia,Maldives,West End Park International Cricket Stadium,Qatar,Saudi Arabia,bat,Saudi Arabia,172,5,110,7
T20,Cambodia,Hong Kong,Zhejiang University of Technology Cricket Field,China,Hong Kong,bowl,Hong Kong,70,10,75,1
T20,Singapore,Thailand,Zhejiang University of Technology Cricket Field,China,Singapore,bat,Singapore,152,8,53,10
T20,Maldives,Kuwait,West End Park International Cricket Stadium,Qatar,Kuwait,bowl,Kuwait,100,7,103,3
T20,Qatar,Saudi Arabia,West End Park International Cricket Stadium,Qatar,Qatar,bat,Saudi Arabia,109,10,110,6
T20,Estonia,Gibraltar,Europa Sports Complex,Gibraltar,Gibraltar,bowl,Gibraltar,149,6,151,8
T20,Bermuda,Canada,White Hill Field,Bermuda,Canada,bowl,Bermuda,181,9,95,10
T20,Gibraltar,Estonia,Europa Sports Complex,Gibraltar,Estonia,bowl,Estonia,159,10,160,2
T20,Panama,Cayman Is,White Hill Field,Bermuda,Panama,bat,Cayman Is,85,8,88,3
T20,Nepal,Maldives,Zhejiang University of Technology Cricket Field,China,Nepal,bat,Nepal,212,7,74,10
T20,Japan,Hong Kong,Zhejiang University of Technology Cricket Field,China,Hong Kong,bowl,Hong Kong,127,10,133,5
T20,Maldives,Qatar,West End Park International Cricket Stadium,Qatar,Qatar,bowl,Qatar,121,9,125,1
T20,Kuwait,Saudi Arabia,West End Park International Cricket Stadium,Qatar,Kuwait,bat,Saudi Arabia,174,9,175,7
T20,Panama,Bermuda,White Hill Field,Bermuda,Panama,bat,Bermuda,90,8,91,3
T20,Canada,Cayman Is,White Hill Field,Bermuda,Canada,bat,Canada,194,6,86,10
T20,Uganda,Kenya,Achimota Senior Secondary School A Field,Ghana,Uganda,bat,Uganda,206,6,100,9
T20,Malaysia,Thailand,Zhejiang University of Technology Cricket Field,China,Malaysia,bat,Malaysia,268,4,74,9
T20,Qatar,Kuwait,West End Park International Cricket Stadium,Qatar,Kuwait,bowl,Kuwait,129,6,130,5
T20,Maldives,Saudi Arabia,West End Park International Cricket Stadium,Qatar,Maldives,bat,Saudi Arabia,76,10,78,1
T20,India,Nepal,Zhejiang University of Technology Cricket Field,China,India,bat,India,202,4,179,9
T20,Ghana,Rwanda,Tafawa Balewa Square Cricket Oval,Nigeria,Ghana,bat,Rwanda,54,10,58,1
T20,Pakistan,Hong Kong,Zhejiang University of Technology Cricket Field,China,Hong Kong,bowl,Pakistan,160,10,92,10
T20,Canada,Panama,National Stadium,Bermuda,Canada,bat,Canada,230,4,67,10
T20,Bermuda,Cayman Is,National Stadium,Bermuda,Bermuda,bat,Bermuda,176,6,123,8
T20,Afghanistan,Sri Lanka,Zhejiang University of Technology Cricket Field,China,Sri Lanka,bowl,Afghanistan,116,10,108,10
T20,Bangladesh,Malaysia,Zhejiang University of Technology Cricket Field,China,Bangladesh,bat,Bangladesh,116,5,114,8
T20,Maldives,Kuwait,West End Park International Cricket Stadium,Qatar,Kuwait,bowl,Kuwait,83,6,84,2
T20,Nigeria,Rwanda,Tafawa Balewa Square Cricket Oval,Nigeria,Nigeria,bat,Nigeria,127,8,73,10
T20,Qatar,Saudi Arabia,West End Park International Cricket Stadium,Qatar,Qatar,bat,Saudi Arabia,168,3,170,3
T20,Canada,Cayman Is,National Stadium,Bermuda,Canada,bat,Canada,196,5,30,10
T20,Sierra Leone,Ghana,Tafawa Balewa Square Cricket Oval,Nigeria,Ghana,bowl,Ghana,95,9,96,7
T20,Panama,Bermuda,National Stadium,Bermuda,Bermuda,bowl,Bermuda,86,9,89,5
T20,Qatar,Maldives,West End Park International Cricket Stadium,Qatar,Maldives,bowl,Qatar,201,7,159,10
T20,Serbia,Gibraltar,Europa Sports Complex,Gibraltar,Gibraltar,bowl,Gibraltar,107,5,108,3
T20,Nigeria,Sierra Leone,Tafawa Balewa Square Cricket Oval,Nigeria,Sierra Leone,bowl,Nigeria,155,6,92,10
T20,Saudi Arabia,Kuwait,West End Park International Cricket Stadium,Qatar,Kuwait,bowl,Kuwait,173,4,175,6
T20,Serbia,Gibraltar,Europa Sports Complex,Gibraltar,Serbia,bat,Gibraltar,82,10,83,3
T20,Rwanda,Ghana,Tafawa Balewa Square Cricket Oval,Nigeria,Rwanda,bat,0,121,7,121,10
T20,Bangladesh,India,Zhejiang University of Technology Cricket Field,China,India,bowl,India,96,9,97,1
T20,Pakistan,Afghanistan,Zhejiang University of Technology Cricket Field,China,Afghanistan,bowl,Afghanistan,115,10,116,6
T20,Nigeria,Ghana,Tafawa Balewa Square Cricket Oval,Nigeria,Ghana,bowl,Nigeria,129,10,94,10
T20,Rwanda,Sierra Leone,Tafawa Balewa Square Cricket Oval,Nigeria,Rwanda,bat,Rwanda,154,8,121,5
T20,Pakistan,Bangladesh,Zhejiang University of Technology Cricket Field,China,Bangladesh,bowl,Bangladesh,48,1,65,4
T20,Afghanistan,India,Zhejiang University of Technology Cricket Field,China,India,bowl,0,112,5,0,0
T20,Rwanda,Nigeria,Tafawa Balewa Square Cricket Oval,Nigeria,Nigeria,bowl,Nigeria,95,9,101,4
T20,Sierra Leone,Ghana,Tafawa Balewa Square Cricket Oval,Nigeria,Ghana,bowl,Ghana,110,7,111,2
T20,Canada,Bermuda,National Stadium,Bermuda,Canada,bat,Canada,132,4,93,10
T20,Sierra Leone,Nigeria,Tafawa Balewa Square Cricket Oval,Nigeria,Sierra Leone,bat,Nigeria,49,10,50,1
T20,Rwanda,Ghana,Tafawa Balewa Square Cricket Oval,Nigeria,Rwanda,bat,Rwanda,107,5,60,10
T20,Nigeria,Ghana,Tafawa Balewa Square Cricket Oval,Nigeria,Nigeria,bat,Nigeria,142,6,60,10
T20,Sierra Leone,Rwanda,Tafawa Balewa Square Cricket Oval,Nigeria,Sierra Leone,bat,Sierra Leone,109,10,107,8
T20,Ghana,Nigeria,Tafawa Balewa Square Cricket Oval,Nigeria,Nigeria,bowl,Nigeria,109,9,110,5
T20,Sierra Leone,Rwanda,Tafawa Balewa Square Cricket Oval,Nigeria,Sierra Leone,bat,Rwanda,77,10,78,5
T20,Nigeria,Sierra Leone,Tafawa Balewa Square Cricket Oval,Nigeria,Sierra Leone,bowl,Nigeria,106,10,53,10
T20,Rwanda,Nigeria,Tafawa Balewa Square Cricket Oval,Nigeria,Nigeria,bowl,Nigeria,24,10,27,2
T20,Ghana,Sierra Leone,Tafawa Balewa Square Cricket Oval,Nigeria,Sierra Leone,bowl,Ghana,112,9,107,6
T20,Gibraltar,Luxembourg,Europa Sports Complex,Gibraltar,Luxembourg,bowl,Gibraltar,172,8,148,8
T20,Ghana,Sierra Leone,Tafawa Balewa Square Cricket Oval,Nigeria,Ghana,bat,Sierra Leone,72,10,73,4
T20,Luxembourg,Gibraltar,Europa Sports Complex,Gibraltar,Luxembourg,bat,Luxembourg,165,10,154,8
T20,Nigeria,Rwanda,Tafawa Balewa Square Cricket Oval,Nigeria,Nigeria,bat,Nigeria,103,7,86,8
T20,U.A.E.,Nepal,Mulpani Cricket Ground,Nepal,Nepal,bowl,Nepal,140,7,144,3
T20,Chile,Mexico,St George's College Ground,Argentina,Chile,bat,Mexico,72,7,74,5
T20,Hong Kong,Nepal,Mulpani Cricket Ground,Nepal,Nepal,bowl,Nepal,94,10,99,4
T20,Zimbabwe,Namibia,United Cricket Club Ground,Namibia,Zimbabwe,bat,Namibia,153,6,154,3
T20,Mexico,Argentina,St George's College Ground,Argentina,Argentina,bowl,Argentina,124,6,125,6
T20,Chile,Argentina,St George's College Ground,Argentina,Chile,bat,Argentina,52,10,53,0
