Match Format,Team1 Name,Team2 Name,Match Venue (Stadium),Match Venue (Country),Toss Winner,Toss Winner Choice,Match Winner,Team1 Runs Scored,Team1 Wickets Fell,Team2 Runs Scored,Team2 Wickets Fell
ODI,India,Australia,University Stadium,India,Australia,bowl,0,175,10,29,1
ODI,India,Australia,Keenan Stadium,India,Australia,bowl,0,21,2,0,0
ODI,India,Australia,Sardar Patel Stadium,India,Australia,bowl,Australia,206,6,210,3
ODI,India,Australia,Nehru Stadium,India,Australia,bowl,Australia,235,5,236,4
ODI,Pakistan,India,Ayub National Stadium,Pakistan,India,bowl,Pakistan,199,7,153,10
ODI,New Zealand,Sri Lanka,P Saravanamuttu Stadium,Sri Lanka,New Zealand,bat,Sri Lanka,171,6,174,6
ODI,Sri Lanka,New Zealand,Tyronne Fernando Stadium,Sri Lanka,New Zealand,bowl,New Zealand,114,9,118,3
ODI,Pakistan,New Zealand,Arbab Niaz Stadium,Pakistan,New Zealand,bowl,Pakistan,191,5,145,10
ODI,Pakistan,New Zealand,Iqbal Stadium,Pakistan,New Zealand,bowl,Pakistan,157,5,152,7
ODI,New Zealand,Pakistan,Jinnah Stadium,Pakistan,Pakistan,bowl,New Zealand,187,9,153,8
ODI,India,England,Nehru Stadium,India,England,bowl,England,214,6,215,6
ODI,New Zealand,Pakistan,Ibn-e-Qasim Bagh Stadium,Pakistan,New Zealand,bat,Pakistan,213,8,214,9
ODI,India,England,Barabati Stadium,India,England,bowl,England,252,5,241,6
ODI,Australia,West Indies,Melbourne Cricket Ground,Australia,West Indies,bowl,West Indies,240,6,241,3
ODI,Sri Lanka,Australia,Sydney Cricket Ground,Australia,Sri Lanka,bat,Australia,239,7,240,4
ODI,Sri Lanka,West Indies,Tasmania Cricket Association Ground,Australia,West Indies,bowl,West Indies,197,7,198,2
ODI,New Zealand,Pakistan,McLean Park,New Zealand,New Zealand,bat,New Zealand,277,6,167,9
ODI,West Indies,Sri Lanka,Brisbane Cricket Ground,Australia,Sri Lanka,bowl,West Indies,270,6,180,10
ODI,Australia,West Indies,Brisbane Cricket Ground,Australia,West Indies,bowl,West Indies,191,10,195,5
ODI,Pakistan,New Zealand,Trust Bank Park,New Zealand,Pakistan,bat,New Zealand,221,4,222,6
ODI,Australia,West Indies,Sydney Cricket Ground,Australia,Australia,bat,West Indies,200,5,201,5
ODI,West Indies,Sri Lanka,Sydney Cricket Ground,Australia,West Indies,bat,West Indies,267,3,202,5
ODI,Australia,Sri Lanka,Melbourne Cricket Ground,Australia,Sri Lanka,bowl,Sri Lanka,226,9,230,6
ODI,West Indies,Australia,Melbourne Cricket Ground,Australia,Australia,bowl,West Indies,271,7,206,9
ODI,India,England,Karnataka State Cricket Association Stadium,India,England,bowl,England,205,6,206,7
ODI,Sri Lanka,Australia,Sydney Cricket Ground,Australia,Australia,bowl,Australia,240,6,242,7
ODI,England,India,Vidarbha Cricket Association Ground,India,India,bowl,India,240,7,241,7
ODI,Sri Lanka,West Indies,Adelaide Oval,Australia,West Indies,bowl,West Indies,204,6,205,2
ODI,Australia,West Indies,Adelaide Oval,Australia,West Indies,bowl,West Indies,200,9,201,4
ODI,England,India,Sector 16 Stadium,India,India,bowl,England,121,6,114,5
ODI,Australia,Sri Lanka,Adelaide Oval,Australia,Sri Lanka,bowl,Australia,323,2,91,10
ODI,West Indies,Sri Lanka,Western Australia Cricket Association Ground,Australia,Sri Lanka,bowl,West Indies,309,6,227,6
ODI,Sri Lanka,Australia,Western Australia Cricket Association Ground,Australia,Sri Lanka,bat,Australia,171,10,172,1
ODI,New Zealand,Pakistan,Lancaster Park,New Zealand,New Zealand,bat,New Zealand,264,8,251,10
ODI,Australia,West Indies,Sydney Cricket Ground,Australia,West Indies,bowl,Australia,247,6,221,10
ODI,Australia,West Indies,Melbourne Cricket Ground,Australia,West Indies,bowl,West Indies,271,3,273,6
ODI,Australia,West Indies,Sydney Cricket Ground,Australia,West Indies,bowl,West Indies,178,10,179,3
ODI,Pakistan,New Zealand,Eden Park,New Zealand,Pakistan,bat,0,189,10,0,0
ODI,England,Australia,Melbourne Cricket Ground,Australia,England,bat,Australia,214,8,215,3
ODI,New Zealand,West Indies,Sydney Cricket Ground,Australia,New Zealand,bat,0,57,2,0,0
ODI,Pakistan,India,Melbourne Cricket Ground,Australia,Pakistan,bat,India,183,10,184,4
ODI,New Zealand,Sri Lanka,Melbourne Cricket Ground,Australia,Sri Lanka,bowl,New Zealand,223,10,172,10
ODI,Pakistan,Australia,Melbourne Cricket Ground,Australia,Australia,bowl,Pakistan,262,6,200,10
ODI,India,England,Sydney Cricket Ground,Australia,England,bowl,India,235,9,149,10
ODI,Sri Lanka,West Indies,Melbourne Cricket Ground,Australia,Sri Lanka,bat,West Indies,135,7,136,2
ODI,Pakistan,England,Melbourne Cricket Ground,Australia,Pakistan,bat,Pakistan,213,8,146,10
ODI,Australia,India,Melbourne Cricket Ground,Australia,India,bowl,India,163,10,165,2
ODI,New Zealand,India,Sydney Cricket Ground,Australia,India,bowl,India,206,10,207,3
ODI,West Indies,Pakistan,Melbourne Cricket Ground,Australia,West Indies,bat,Pakistan,159,10,160,3
ODI,New Zealand,West Indies,Sydney Cricket Ground,Australia,West Indies,bowl,West Indies,138,9,139,4
ODI,Pakistan,India,Melbourne Cricket Ground,Australia,Pakistan,bat,India,176,9,177,2
ODI,West Indies,New Zealand,Antigua Recreation Ground,West Indies,New Zealand,bowl,West Indies,231,8,208,8
ODI,India,Pakistan,Sharjah Cricket Association Stadium,United Arab Emirates,Pakistan,bowl,India,125,10,87,10
ODI,England,Australia,Sharjah Cricket Association Stadium,United Arab Emirates,Australia,bowl,Australia,177,8,178,8
ODI,Pakistan,England,Sharjah Cricket Association Stadium,United Arab Emirates,England,bowl,Pakistan,175,7,132,10
ODI,New Zealand,West Indies,Queen's Park Oval,West Indies,West Indies,bowl,West Indies,51,3,55,4
ODI,Australia,India,Sharjah Cricket Association Stadium,United Arab Emirates,India,bowl,India,139,10,140,7
ODI,West Indies,New Zealand,Albion Sports Complex,West Indies,New Zealand,bowl,West Indies,259,5,129,10
ODI,New Zealand,West Indies,Queen's Park Oval,West Indies,West Indies,bowl,West Indies,116,10,117,0
ODI,West Indies,New Zealand,Kensington Oval,West Indies,New Zealand,bowl,West Indies,265,3,153,8
ODI,England,Australia,Old Trafford,England,England,bat,Australia,219,10,220,7
ODI,England,Australia,Edgbaston,England,Australia,bowl,Australia,231,7,233,6
ODI,Australia,England,Lord's,England,England,bowl,England,254,5,257,2
ODI,Sri Lanka,India,Sinhalese Sports Club Ground,Sri Lanka,India,bowl,India,241,6,242,8
ODI,Sri Lanka,India,P Saravanamuttu Stadium,Sri Lanka,India,bowl,Sri Lanka,171,5,157,4
ODI,India,Sri Lanka,P Saravanamuttu Stadium,Sri Lanka,Sri Lanka,bowl,0,194,6,32,4
ODI,Sri Lanka,Pakistan,Arbab Niaz Stadium,Pakistan,Pakistan,bowl,Pakistan,145,10,147,2
ODI,Pakistan,Sri Lanka,Municipal Stadium,Pakistan,Sri Lanka,bowl,Pakistan,224,5,209,7
ODI,Sri Lanka,Pakistan,Gaddafi Stadium,Pakistan,Pakistan,bowl,Pakistan,228,7,231,5
ODI,Pakistan,Sri Lanka,Niaz Stadium,Pakistan,Sri Lanka,bowl,Pakistan,216,7,127,10
ODI,Pakistan,West Indies,Sharjah Cricket Association Stadium,United Arab Emirates,Pakistan,bat,West Indies,196,4,199,3
ODI,Pakistan,India,Sharjah Cricket Association Stadium,United Arab Emirates,India,bowl,Pakistan,203,4,155,10
ODI,India,West Indies,Sharjah Cricket Association Stadium,United Arab Emirates,India,bat,West Indies,180,4,186,2
ODI,Pakistan,West Indies,Municipal Stadium,Pakistan,West Indies,bowl,West Indies,218,5,224,2
ODI,West Indies,Pakistan,Gaddafi Stadium,Pakistan,Pakistan,bowl,Pakistan,173,10,175,4
ODI,West Indies,Pakistan,Arbab Niaz Stadium,Pakistan,West Indies,bat,West Indies,201,5,161,10
ODI,West Indies,Pakistan,Pindi Club Ground,Pakistan,Pakistan,bowl,Pakistan,199,8,203,5
ODI,Pakistan,West Indies,National Stadium,Pakistan,West Indies,bowl,West Indies,127,7,128,2
ODI,New Zealand,Australia,Melbourne Cricket Ground,Australia,Australia,bowl,0,161,7,0,0
ODI,New Zealand,India,Brisbane Cricket Ground,Australia,India,bowl,India,259,9,263,5
ODI,India,Australia,Brisbane Cricket Ground,Australia,Australia,bowl,Australia,161,10,164,6
ODI,New Zealand,Australia,Sydney Cricket Ground,Australia,Australia,bowl,Australia,152,10,153,6
ODI,Australia,India,Melbourne Cricket Ground,Australia,India,bowl,India,161,10,162,2
ODI,India,New Zealand,Western Australia Cricket Association Ground,Australia,New Zealand,bowl,New Zealand,113,10,115,7
ODI,New Zealand,Australia,Western Australia Cricket Association Ground,Australia,Australia,bowl,Australia,159,6,161,6
ODI,Australia,India,Sydney Cricket Ground,Australia,India,bowl,Australia,292,6,192,4
ODI,India,New Zealand,Melbourne Cricket Ground,Australia,New Zealand,bowl,New Zealand,238,8,239,5
ODI,New Zealand,India,Adelaide Oval,Australia,India,bowl,India,172,10,174,5
ODI,Australia,India,Adelaide Oval,Australia,India,bowl,Australia,262,8,226,10
ODI,New Zealand,Australia,Adelaide Oval,Australia,New Zealand,bat,New Zealand,276,7,70,10
ODI,Australia,New Zealand,Sydney Cricket Ground,Australia,Australia,bat,Australia,239,7,140,10
ODI,Australia,India,Melbourne Cricket Ground,Australia,Australia,bat,India,235,7,238,4
ODI,India,New Zealand,North Tasmania Cricket Association Ground,Australia,New Zealand,bowl,India,202,9,168,9
ODI,Australia,India,Sydney Cricket Ground,Australia,India,bowl,Australia,170,8,159,10
ODI,India,Australia,Melbourne Cricket Ground,Australia,Australia,bowl,Australia,187,10,188,3
ODI,England,West Indies,Sabina Park,West Indies,West Indies,bowl,West Indies,145,8,146,4
ODI,Sri Lanka,Pakistan,Asgiriya Stadium,Sri Lanka,Pakistan,bowl,Pakistan,124,6,125,2
ODI,West Indies,England,Queen's Park Oval,West Indies,England,bowl,England,229,3,230,5
ODI,Pakistan,Sri Lanka,Tyronne Fernando Stadium,Sri Lanka,Sri Lanka,bowl,0,125,8,0,0
ODI,Sri Lanka,Pakistan,Sinhalese Sports Club Ground,Sri Lanka,Pakistan,bowl,Pakistan,160,8,103,2
ODI,New Zealand,Australia,Carisbrook,New Zealand,Australia,bowl,New Zealand,186,6,156,10
ODI,West Indies,England,Kensington Oval,West Indies,England,bowl,West Indies,249,7,114,10
ODI,New Zealand,Australia,Lancaster Park,New Zealand,Australia,bowl,New Zealand,258,7,205,10
ODI,New Zealand,Australia,Basin Reserve,New Zealand,New Zealand,bat,Australia,229,9,232,7
ODI,Australia,New Zealand,Eden Park,New Zealand,Australia,bat,Australia,231,10,187,9
ODI,Pakistan,Sri Lanka,P Saravanamuttu Stadium,Sri Lanka,Sri Lanka,bowl,Pakistan,197,10,116,10
ODI,Bangladesh,Pakistan,Tyronne Fernando Stadium,Sri Lanka,Pakistan,bowl,Pakistan,94,10,98,3
ODI,England,West Indies,Queen's Park Oval,West Indies,West Indies,bowl,West Indies,165,9,166,2
ODI,Bangladesh,Sri Lanka,Asgiriya Stadium,Sri Lanka,Sri Lanka,bowl,Sri Lanka,131,8,132,3
ODI,Sri Lanka,New Zealand,Khettarama Stadium,Sri Lanka,New Zealand,bowl,New Zealand,137,9,140,4
ODI,Pakistan,Sri Lanka,Sinhalese Sports Club Ground,Sri Lanka,Sri Lanka,bowl,Sri Lanka,191,9,195,5
ODI,New Zealand,Pakistan,Sinhalese Sports Club Ground,Sri Lanka,Pakistan,bowl,Pakistan,214,8,217,6
ODI,New Zealand,India,Sharjah Cricket Association Stadium,United Arab Emirates,India,bowl,India,132,8,134,7
ODI,Australia,Pakistan,Sharjah Cricket Association Stadium,United Arab Emirates,Australia,bat,Pakistan,202,7,206,2
ODI,Sri Lanka,India,Sharjah Cricket Association Stadium,United Arab Emirates,India,bowl,India,205,9,206,7
ODI,New Zealand,Pakistan,Sharjah Cricket Association Stadium,United Arab Emirates,Pakistan,bowl,Pakistan,64,10,66,0
ODI,India,Pakistan,Sharjah Cricket Association Stadium,United Arab Emirates,Pakistan,bowl,Pakistan,245,7,248,9
ODI,England,India,Kennington Oval,England,India,bowl,India,162,10,163,1
ODI,India,England,Old Trafford,England,England,bowl,England,254,6,256,5
ODI,New Zealand,England,Headingley,England,New Zealand,bat,New Zealand,217,8,170,10
ODI,New Zealand,England,Old Trafford,England,England,bowl,England,284,5,286,4
ODI,Australia,India,Sawai Mansingh Stadium,India,India,bowl,India,250,3,251,3
ODI,India,Australia,Sher-i-Kashmir Stadium,India,Australia,bowl,Australia,222,8,226,7
ODI,Australia,India,Lal Bahadur Shastri Stadium,India,India,bowl,0,242,6,41,1
ODI,Australia,India,Feroz Shah Kotla,India,India,bowl,India,238,6,242,7
ODI,India,Australia,Gujarat Stadium,India,India,bat,India,193,10,141,10
ODI,India,Australia,Municipal Stadium,India,Australia,bowl,Australia,260,6,263,3
ODI,Pakistan,West Indies,Arbab Niaz Stadium,Pakistan,Pakistan,bat,West Indies,164,7,165,6
ODI,West Indies,Pakistan,Municipal Stadium,Pakistan,Pakistan,bowl,West Indies,196,7,155,6
ODI,Pakistan,West Indies,Jinnah Stadium,Pakistan,Pakistan,bat,West Indies,148,7,151,6
ODI,West Indies,Pakistan,Ibn-e-Qasim Bagh Stadium,Pakistan,Pakistan,bowl,West Indies,202,5,113,10
ODI,Pakistan,West Indies,Niaz Stadium,Pakistan,West Indies,bowl,Pakistan,202,6,191,7
ODI,Sri Lanka,India,Sharjah Cricket Association Stadium,United Arab Emirates,India,bowl,India,214,9,215,3
ODI,Pakistan,West Indies,Sharjah Cricket Association Stadium,United Arab Emirates,Pakistan,bat,West Indies,143,10,145,1
ODI,West Indies,India,Sharjah Cricket Association Stadium,United Arab Emirates,India,bowl,West Indies,198,8,165,8
ODI,Sri Lanka,Pakistan,Sharjah Cricket Association Stadium,United Arab Emirates,Pakistan,bowl,Pakistan,164,7,165,6
ODI,West Indies,Sri Lanka,Sharjah Cricket Association Stadium,United Arab Emirates,Sri Lanka,bowl,West Indies,248,5,55,10
ODI,India,Pakistan,Sharjah Cricket Association Stadium,United Arab Emirates,Pakistan,bowl,Pakistan,144,10,145,7
ODI,Sri Lanka,India,Green Park,India,India,bowl,Sri Lanka,195,8,78,10
ODI,Pakistan,West Indies,Western Australia Cricket Association Ground,Australia,West Indies,bowl,Pakistan,199,8,165,10
ODI,England,Australia,Western Australia Cricket Association Ground,Australia,England,bat,England,272,6,235,10
ODI,Australia,Pakistan,Western Australia Cricket Association Ground,Australia,Australia,bat,Pakistan,273,6,274,9
ODI,England,West Indies,Western Australia Cricket Association Ground,Australia,West Indies,bowl,England,228,9,209,10
ODI,West Indies,Australia,Western Australia Cricket Association Ground,Australia,Australia,bowl,West Indies,255,8,91,10
ODI,Pakistan,England,Western Australia Cricket Association Ground,Australia,Pakistan,bat,England,229,5,232,7
ODI,Pakistan,England,Western Australia Cricket Association Ground,Australia,England,bowl,England,166,9,167,5
ODI,Sri Lanka,India,Nehru Stadium,India,India,bowl,India,145,8,146,2
ODI,Sri Lanka,India,Feroz Shah Kotla,India,India,bowl,India,208,6,209,4
ODI,India,Sri Lanka,Moti Bagh Stadium,India,Sri Lanka,bowl,India,235,8,141,9
ODI,West Indies,England,Brisbane Cricket Ground,Australia,England,bowl,England,154,10,156,4
ODI,India,Sri Lanka,Wankhede Stadium,India,Sri Lanka,bowl,India,299,4,289,7
ODI,Australia,England,Brisbane Cricket Ground,Australia,Australia,bat,Australia,261,4,250,9
ODI,Australia,West Indies,Melbourne Cricket Ground,Australia,West Indies,bowl,West Indies,181,6,182,3
ODI,Australia,England,Sydney Cricket Ground,Australia,Australia,bat,England,233,8,234,7
ODI,England,West Indies,Adelaide Oval,Australia,West Indies,bowl,England,252,6,163,10
ODI,West Indies,Australia,Adelaide Oval,Australia,Australia,bowl,West Indies,237,5,221,9
ODI,Australia,England,Adelaide Oval,Australia,Australia,bat,Australia,225,6,192,10
ODI,India,Pakistan,Nehru Stadium,India,Pakistan,bowl,Pakistan,196,7,200,7
ODI,Australia,West Indies,Sydney Cricket Ground,Australia,Australia,bat,Australia,194,10,158,10
ODI,England,West Indies,Melbourne Cricket Ground,Australia,England,bat,West Indies,147,10,148,4
ODI,Australia,England,Melbourne Cricket Ground,Australia,England,bowl,Australia,248,5,139,10
ODI,England,West Indies,Devonport Oval,Australia,West Indies,bowl,England,177,9,148,10
ODI,West Indies,Australia,Sydney Cricket Ground,Australia,West Indies,bat,Australia,192,10,195,8
ODI,Australia,England,Melbourne Cricket Ground,Australia,England,bowl,England,171,8,172,4
ODI,England,Australia,Sydney Cricket Ground,Australia,England,bat,England,187,9,179,8
ODI,India,Pakistan,Eden Gardens,India,Pakistan,bowl,Pakistan,238,6,241,8
ODI,West Indies,New Zealand,Carisbrook,New Zealand,New Zealand,bowl,West Indies,237,9,142,10
ODI,India,Pakistan,Lal Bahadur Shastri Stadium,India,Pakistan,bowl,India,212,6,212,7
ODI,New Zealand,West Indies,Eden Park,New Zealand,West Indies,bowl,West Indies,213,10,217,4
ODI,India,Pakistan,Nehru Stadium,India,India,bat,Pakistan,120,9,121,4
ODI,Pakistan,India,Vidarbha Cricket Association Ground,India,India,bowl,Pakistan,286,6,245,9
ODI,India,Pakistan,Keenan Stadium,India,Pakistan,bowl,Pakistan,265,3,266,5
ODI,New Zealand,West Indies,Lancaster Park,New Zealand,New Zealand,bat,West Indies,191,9,192,0
ODI,England,India,Sharjah Cricket Association Stadium,United Arab Emirates,India,bowl,India,211,7,214,7
ODI,Australia,Pakistan,Sharjah Cricket Association Stadium,United Arab Emirates,Pakistan,bowl,Pakistan,176,9,180,4
ODI,Australia,India,Sharjah Cricket Association Stadium,United Arab Emirates,India,bowl,India,176,6,177,3
ODI,Pakistan,England,Sharjah Cricket Association Stadium,United Arab Emirates,England,bowl,England,217,9,220,5
ODI,England,Australia,Sharjah Cricket Association Stadium,United Arab Emirates,Australia,bowl,England,230,6,219,9
ODI,India,Pakistan,Sharjah Cricket Association Stadium,United Arab Emirates,Pakistan,bowl,Pakistan,183,8,184,2
ODI,Pakistan,England,Kennington Oval,England,England,bowl,England,232,6,233,3
ODI,England,Pakistan,Trent Bridge,England,Pakistan,bowl,Pakistan,157,10,158,4
ODI,Pakistan,England,Edgbaston,England,England,bowl,England,213,9,217,9
ODI,Pakistan,Sri Lanka,Niaz Stadium,Pakistan,Pakistan,bat,Pakistan,267,6,252,10
ODI,West Indies,England,Municipal Stadium,Pakistan,England,bowl,England,243,7,246,8
ODI,Australia,India,MA Chidambaram Stadium,India,India,bowl,Australia,270,6,269,10
ODI,New Zealand,Zimbabwe,Lal Bahadur Shastri Stadium,India,Zimbabwe,bowl,New Zealand,242,7,239,10
ODI,Pakistan,England,Pindi Club Ground,Pakistan,England,bowl,Pakistan,239,7,221,10
ODI,Australia,Zimbabwe,MA Chidambaram Stadium,India,Zimbabwe,bowl,Australia,235,9,139,10
ODI,West Indies,Pakistan,Iqbal Stadium,Pakistan,Pakistan,bowl,West Indies,204,5,187,8
ODI,West Indies,Sri Lanka,National Stadium,Pakistan,Sri Lanka,bowl,West Indies,360,4,169,4
ODI,India,New Zealand,M Chinnaswamy Stadium,India,New Zealand,bowl,India,252,7,236,8
ODI,West Indies,Pakistan,Gaddafi Stadium,Pakistan,West Indies,bat,Pakistan,216,10,217,9
ODI,England,Sri Lanka,Arbab Niaz Stadium,Pakistan,England,bat,England,296,4,158,8
ODI,Zimbabwe,India,Wankhede Stadium,India,Zimbabwe,bat,India,135,10,136,2
ODI,Australia,New Zealand,Nehru Stadium,India,New Zealand,bowl,Australia,199,4,196,9
ODI,England,Pakistan,National Stadium,Pakistan,Pakistan,bowl,Pakistan,244,9,247,3
ODI,West Indies,Sri Lanka,Green Park,India,Sri Lanka,bowl,West Indies,236,8,211,8
ODI,India,Australia,Feroz Shah Kotla,India,Australia,bowl,India,289,6,233,10
ODI,Zimbabwe,New Zealand,Eden Gardens,India,New Zealand,bowl,New Zealand,227,5,228,6
ODI,Pakistan,Sri Lanka,Iqbal Stadium,Pakistan,Pakistan,bat,Pakistan,297,7,184,8
ODI,England,West Indies,Sawai Mansingh Stadium,India,West Indies,bowl,England,269,5,235,10
ODI,Zimbabwe,India,Gujarat Stadium,India,India,bowl,India,191,7,194,3
ODI,Australia,New Zealand,Sector 16 Stadium,India,Australia,bat,Australia,251,8,234,10
ODI,Australia,Zimbabwe,Barabati Stadium,India,Zimbabwe,bowl,Australia,266,5,196,6
ODI,Sri Lanka,England,Nehru Stadium,India,Sri Lanka,bat,England,218,7,219,2
ODI,West Indies,Pakistan,National Stadium,Pakistan,West Indies,bat,West Indies,258,7,230,9
ODI,New Zealand,India,Vidarbha Cricket Association Ground,India,New Zealand,bat,India,221,9,224,1
ODI,Australia,Pakistan,Gaddafi Stadium,Pakistan,Australia,bat,Australia,267,8,249,10
ODI,England,India,Wankhede Stadium,India,India,bowl,England,254,6,219,10
ODI,Australia,England,Eden Gardens,India,Australia,bat,Australia,253,5,246,8
ODI,Pakistan,England,Gaddafi Stadium,Pakistan,Pakistan,bat,England,166,10,167,8
ODI,England,Pakistan,National Stadium,Pakistan,England,bat,England,263,6,240,8
ODI,England,Pakistan,Arbab Niaz Stadium,Pakistan,England,bat,England,236,8,138,9
ODI,West Indies,India,Vidarbha Cricket Association Ground,India,West Indies,bat,West Indies,203,8,193,10
ODI,West Indies,India,Nehru Stadium,India,India,bowl,West Indies,187,7,135,10
ODI,India,West Indies,Eden Gardens,India,India,bat,India,222,7,166,10
ODI,Australia,Sri Lanka,Western Australia Cricket Association Ground,Australia,Sri Lanka,bowl,Australia,249,7,168,10
ODI,New Zealand,Australia,Western Australia Cricket Association Ground,Australia,New Zealand,bat,New Zealand,232,9,231,10
ODI,Sri Lanka,New Zealand,Sydney Cricket Ground,Australia,Sri Lanka,bat,New Zealand,174,10,178,4
ODI,India,West Indies,Municipal Stadium,India,India,bat,West Indies,221,7,225,4
ODI,West Indies,India,Gujarat Stadium,India,India,bowl,West Indies,196,10,194,9
ODI,Sri Lanka,New Zealand,Adelaide Oval,Australia,Sri Lanka,bat,New Zealand,241,10,242,6
ODI,Australia,Sri Lanka,Adelaide Oval,Australia,Australia,bat,Australia,289,6,208,8
ODI,Australia,Sri Lanka,Melbourne Cricket Ground,Australia,Australia,bat,Australia,243,8,205,10
